topic,query_type,query,page,position,url,domain,title,timestamp
synthetic_biology,neutral,biohacking safety,2,10,https://www.prevention.com/health/a65428930/what-is-biohacking/,prevention.com,Doctors Explain What They Really Think of Biohacking,2026-05-09 18:06:52
synthetic_biology,neutral,biohacking safety,3,1,https://docgoldenberg.com/biohacking-101-safe-simple-ways-to-boost-energy-and-focus/,docgoldenberg.com,Safe & Simple Biohacks to Boost Energy and Focus,2026-05-09 18:07:04
synthetic_biology,neutral,biohacking safety,3,5,https://www.boots.com/healthhub/a-z-conditions/biohacking?srsltid=AfmBOorjIlphODBEpvxKkskfnslU8I5zkx-JpyJOC3f89zKz_YxAS1Nf,boots.com,What is Biohacking and does it actually work?,2026-05-09 18:07:05
synthetic_biology,neutral,biohacking safety,3,8,https://www.polytechnique-insights.com/en/columns/health-and-biotech/biohacking-medical-promises-or-ethical-perils/,polytechnique-insights.com,Biohacking: medical promises or ethical perils?,2026-05-09 18:07:06
synthetic_biology,neutral,biohacking safety,3,9,https://www.prevention.com/health/a65428930/what-is-biohacking/,prevention.com,Doctors Explain What They Really Think of Biohacking,2026-05-09 18:07:06
synthetic_biology,neutral,biohacking safety,3,10,https://dangerousthings.com/?srsltid=AfmBOoqOfMTmYLewA2Y99-gX3_OZUUd3ujuu-zQIbfPw7T8AzrNh4aZF,dangerousthings.com,RFID & NFC human chip implants - Biohacking,2026-05-09 18:07:07
synthetic_biology,slanted,garage biology risks,1,4,https://www.afr.com/companies/healthcare-and-fitness/the-garage-biohackers-who-manipulate-dna-20210921-p58tmn,afr.com,The garage biohackers who manipulate DNA,2026-05-09 18:07:20
synthetic_biology,slanted,garage biology risks,1,7,https://www.livescience.com/8701-genetic-science-oozes-amateurs-garages.html,livescience.com,Genetic Science Oozes Out of Amateurs' Garages,2026-05-09 18:07:21
synthetic_biology,slanted,garage biology risks,2,1,https://www.michiganmedicine.org/health-lab/chemicals-stored-home-garages-linked-als-risk,michiganmedicine.org,Chemicals stored in home garages linked to ALS risk,2026-05-09 18:07:40
synthetic_biology,slanted,garage biology risks,2,2,https://globalyoungacademy.net/wp-content/uploads/2018/05/DIY_Biology_policybrief_Kolodziejczyk_Malone_2018.pdf,globalyoungacademy.net,Do-it-yourself biology: an open innovation movement or a ...,2026-05-09 18:07:40
synthetic_biology,slanted,garage biology risks,2,3,https://www.biosafety.be/sites/default/files/120911_doc_synbio_sbb_final.pdf,biosafety.be,Synthetic biology,2026-05-09 18:07:40
synthetic_biology,slanted,garage biology risks,2,5,https://www.rathenau.nl/sites/default/files/2019-01/Future_scenarios_synthetic_biology.pdf,rathenau.nl,A synthetic biology crisis,2026-05-09 18:07:41
synthetic_biology,slanted,garage biology risks,2,7,https://www.ekah.admin.ch/inhalte/ekah-dateien/dokumentation/publikationen/e-Synthetische_Bio_Broschuere.pdf,ekah.admin.ch,Synthetic biology – Ethical considerations,2026-05-09 18:07:42
synthetic_biology,slanted,garage biology risks,2,9,https://orbi.uliege.be/bitstream/2268/190406/1/synthetic%20biology_bioterrorism-Colussi.pdf,orbi.uliege.be,“SYNTHETIC BIOLOGY AS A NEW THREAT TO ...,2026-05-09 18:07:42
synthetic_biology,slanted,garage biology risks,2,10,https://www.dw.com/en/biohacking-genetic-engineering-from-your-garage/a-42030559,dw.com,Genetic engineering from your garage,2026-05-09 18:07:42
synthetic_biology,slanted,garage biology risks,3,2,https://www.jstor.org/stable/resrep24002,jstor.org,DO IT YOURSELF BIOLOGY,2026-05-09 18:07:53
synthetic_biology,slanted,garage biology risks,3,4,https://haseloff.plantsci.cam.ac.uk/resources/SynBio_reports/HSE_rr944.pdf,haseloff.plantsci.cam.ac.uk,RR944 - Synthetic biology,2026-05-09 18:07:54
synthetic_biology,slanted,garage biology risks,3,5,https://www.polytechnique-insights.com/en/columns/health-and-biotech/biohacking-medical-promises-or-ethical-perils/,polytechnique-insights.com,Biohacking: medical promises or ethical perils?,2026-05-09 18:07:54
synthetic_biology,slanted,garage biology risks,3,7,https://www.newscientist.com/article/mg20126881-400-rise-of-the-garage-genome-hackers/,newscientist.com,Rise of the garage genome hackers,2026-05-09 18:07:55
synthetic_biology,slanted,garage biology risks,3,8,https://biosecurityhandbook.com/biotechnology/synthetic-biology.html,biosecurityhandbook.com,Synthetic Biology and the Democratization of Biotechnology,2026-05-09 18:07:55
synthetic_biology,slanted,garage biology risks,3,9,https://www.geneticsandsociety.org/article/inside-garage-labs-diy-gene-hackers-whose-hobby-may-terrify-you,geneticsandsociety.org,"Inside the garage labs of DIY gene hackers, whose hobby ...",2026-05-09 18:07:55
nanotechnology,neutral,nanotechnology medical impact,1,2,https://smw.ch/index.php/smw/article/view/1947/2774,smw.ch,Nanotechnology in medicine: European research and its ...,2026-05-09 18:08:18
nanotechnology,neutral,nanotechnology medical impact,1,3,https://www.embs.org/pulse/articles/nanomedicine-revolution-tiny-tech-with-big-impact-on-health-care/,embs.org,Nanomedicine Revolution: Tiny Tech With Big Impact on ...,2026-05-09 18:08:18
nanotechnology,neutral,nanotechnology medical impact,1,7,https://www.probiologists.com/article/the-cutting-edge-of-nanotechnology-in-medicine-a-new-era-of-healing,probiologists.com,The cutting edge of nanotechnology in medicine: a new era ...,2026-05-09 18:08:21
nanotechnology,neutral,nanotechnology medical impact,1,9,https://www.sermo.com/resources/nanomedicine/,sermo.com,Nanomedicine: a physician's guide to the future of healthcare,2026-05-09 18:08:22
nanotechnology,neutral,nanotechnology medical impact,1,10,https://marksparksolutions.com/blog/nanotechnology-in-healthcare-and-medicine-revolutionizing-the-future-of-treatment,marksparksolutions.com,Nanotechnology in Healthcare and Medicine,2026-05-09 18:08:22
nanotechnology,neutral,nanotechnology medical impact,2,1,https://www.alignedbio.com/en/blog/5-medical-applications-nanotechnology,alignedbio.com,5 Medical Applications for Nanotechnology in 2025,2026-05-09 18:08:34
nanotechnology,neutral,nanotechnology medical impact,2,2,https://etp-nanomedicine.eu/about-nanomedicine/what-is-nanomedicine/,etp-nanomedicine.eu,What is nanomedicine?,2026-05-09 18:08:34
nanotechnology,neutral,nanotechnology medical impact,2,3,https://premierscience.com/pjs-24-467/,premierscience.com,Applications of Nanotechnology in Medicine with a Focus ...,2026-05-09 18:08:34
nanotechnology,neutral,nanotechnology medical impact,2,4,https://www.azonano.com/article.aspx?ArticleID=7016,azonano.com,The Long Road to Getting Nanomedicine in the Clinic,2026-05-09 18:08:35
nanotechnology,neutral,nanotechnology medical impact,2,5,https://www.ibanet.org/nanotechnology-in-healthcare,ibanet.org,Nanotechnology in healthcare,2026-05-09 18:08:35
nanotechnology,neutral,nanotechnology medical impact,2,6,https://www.worldbrainmapping.org/courses/nanotechnology-in-neurosurgery/lessons/safety-concerns-with-nanotechnology-in-medicine/,worldbrainmapping.org,Safety Concerns with Nanotechnology in Medicine,2026-05-09 18:08:35
nanotechnology,neutral,nanotechnology medical impact,2,9,https://www.etui.org/topics/health-safety-working-conditions/hesamag/nanotechnologies-hopes-and-uncertainties-around-a-new-revolution/nanos-in-the-human-body-medical-perspectives-and-ethical-concerns,etui.org,Nanos in the human body: medical perspectives and ...,2026-05-09 18:08:36
nanotechnology,neutral,nanotechnology medical impact,3,3,https://ssva.com/nanotechnology-in-healthcare/,ssva.com,How Nanotechnology Used in Healthcare | Strategic Solutions,2026-05-09 18:08:49
nanotechnology,neutral,nanotechnology medical impact,3,5,https://www.delveinsight.com/blog/nanomedicine-market,delveinsight.com,"Nanomedicine: Key Applications, Benefit, and Future ...",2026-05-09 18:08:49
nanotechnology,neutral,nanotechnology medical impact,3,6,https://www.longdom.org/open-access/impact-of-nanotechnology-in-medicine-and-healthcare-99980.html,longdom.org,Impact of Nanotechnology in Medicine and Healthcare,2026-05-09 18:08:50
nanotechnology,neutral,nanotechnology medical impact,3,7,https://www.e3s-conferences.org/articles/e3sconf/pdf/2025/19/e3sconf_icsget2025_05007.pdf,e3s-conferences.org,Nanotechnological Advancements and Contribution to ...,2026-05-09 18:08:50
nanotechnology,neutral,nanotechnology medical impact,3,8,https://powertechjournal.com/index.php/journal/article/download/1754/1285/3352,powertechjournal.com,The Impact of Using Nanotechnology in The Field ...,2026-05-09 18:08:51
nanotechnology,slanted,nanoparticle toxicity,1,2,https://pubs.rsc.org/en/content/articlelanding/2023/na/d2na00534d,pubs.rsc.org,The toxicity of nanoparticles and their interaction with cells,2026-05-09 18:09:02
nanotechnology,slanted,nanoparticle toxicity,1,4,https://www.drugtargetreview.com/insights-into-the-toxicological-effects-of-nanoparticles/631153.article,drugtargetreview.com,Insights into the toxicological effects of nanoparticles | News,2026-05-09 18:09:04
nanotechnology,slanted,nanoparticle toxicity,1,7,https://pubs.acs.org/doi/10.1021/acs.accounts.9b00053,pubs.acs.org,Understanding Nanoparticle Toxicity Mechanisms To Inform ...,2026-05-09 18:09:13
nanotechnology,slanted,nanoparticle toxicity,1,9,https://www.annualreviews.org/doi/10.1146/annurev-pharmtox-032320-110338,annualreviews.org,Nanoparticle Toxicology,2026-05-09 18:09:20
nanotechnology,slanted,nanoparticle toxicity,2,2,https://www.tandfonline.com/doi/full/10.1080/1061186X.2024.2316785,tandfonline.com,Nanoparticles toxicity: an overview of its mechanism and ...,2026-05-09 18:09:31
nanotechnology,slanted,nanoparticle toxicity,2,5,https://office2.jmbfs.org/index.php/JMBFS/article/download/10844/3602,office2.jmbfs.org,TOXICITY OF NANOPARTICLES ON ANIMAL AND ...,2026-05-09 18:09:32
nanotechnology,slanted,nanoparticle toxicity,2,8,https://www.intechopen.com/chapters/40260,intechopen.com,Nanoparticles Toxicity and Their Routes of Exposures,2026-05-09 18:09:34
nanotechnology,slanted,nanoparticle toxicity,2,10,https://ec.europa.eu/health/scientific_committees/opinions_layman/en/nanotechnologies/l-3/6-health-effects-nanoparticles.htm,ec.europa.eu,6. What are potential harmful effects of nanoparticles?,2026-05-09 18:09:35
nanotechnology,slanted,nanoparticle toxicity,3,1,https://pubs.rsc.org/en/content/articlehtml/2023/na/d2na00534d,pubs.rsc.org,The toxicity of nanoparticles and their interaction with cells,2026-05-09 18:09:46
nanotechnology,slanted,nanoparticle toxicity,3,3,https://www.tohoku.ac.jp/en/press/nanoparticles_overcome_drug_resistant_cancer.html,tohoku.ac.jp,Research News - Nanoparticles Overcome Drug-Resistant ...,2026-05-09 18:09:47
nanotechnology,slanted,nanoparticle toxicity,3,8,https://www.azonano.com/article.aspx?ArticleID=7016,azonano.com,The Long Road to Getting Nanomedicine in the Clinic,2026-05-09 18:09:49
nanotechnology,slanted,nanoparticle toxicity,3,9,https://www.bioxconomy.com/modalities/lnp-versatility-from-scarless-wound-healing-to-treating-pancreatic-cancer,bioxconomy.com,LNP versatility: From scarless healing to pancreatic cancer,2026-05-09 18:09:49
nanotechnology,neutral,nanomaterials safety research,1,1,https://ethz.ch/content/dam/ethz/associates/services/Service/sicherheit-gesundheit-umwelt/files/nanomaterialien/en/RL_Nanomaterialien_EN_2020-09-24.pdf,ethz.ch,Guideline: Safe Handling of Nanomaterials in the Lab,2026-05-09 18:10:04
nanotechnology,neutral,nanomaterials safety research,1,2,https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/new-guidance-supporting-safety-testing-manufactured-nanomaterials-2025-12-16_en,joint-research-centre.ec.europa.eu,New guidance supporting safety testing of manufactured ...,2026-05-09 18:10:04
nanotechnology,neutral,nanomaterials safety research,1,4,https://www.oecd.org/en/publications/oecd-series-on-the-safety-of-manufactured-nanomaterials-and-other-advanced-materials_e7a5fc17-en.html,oecd.org,OECD Series on the Safety of Manufactured Nanomaterials ...,2026-05-09 18:10:05
nanotechnology,neutral,nanomaterials safety research,1,9,https://www.unifr.ch/ecopub/fr/news/26188/an-updated-safety-management-tool-for-nanomaterials-in-labs/,unifr.ch,An updated safety management tool for nanomaterials in labs,2026-05-09 18:10:06
nanotechnology,neutral,nanomaterials safety research,1,10,https://www.acs.org/about/governance/committees/chemical-safety/publications-resources/nanotechnology-safety-resources.html,acs.org,Nanotechnology Safety Resources,2026-05-09 18:10:07
nanotechnology,neutral,nanomaterials safety research,2,2,https://osha.europa.eu/en/emerging-risks/nanomaterials,osha.europa.eu,Managing nanomaterials in the workplace - Eu-Osha,2026-05-09 18:10:18
nanotechnology,neutral,nanomaterials safety research,2,3,https://www.iom-world.org/media/1863/uknsg-guidance-working-safely-with-nanomaterials-2nd-edition.pdf,iom-world.org,Working Safely with Nanomaterials in Research & ...,2026-05-09 18:10:19
nanotechnology,neutral,nanomaterials safety research,2,6,https://eureka.patsnap.com/report-nanomaterial-safety-and-handling-considerations-in-manufacturing,eureka.patsnap.com,Nanomaterial Safety And Handling Considerations In ...,2026-05-09 18:10:20
nanotechnology,neutral,nanomaterials safety research,2,7,https://infoscience.epfl.ch/entities/publication/6b4942c8-f06d-4f45-9c79-fbf0d42542e2,infoscience.epfl.ch,Nanomaterials safety management in research environment,2026-05-09 18:10:20
nanotechnology,neutral,nanomaterials safety research,2,9,https://www.etui.org/sites/default/files/Guide_Nanos_EN_0.pdf,etui.org,Nanomaterials and workplace health & safety What are the ...,2026-05-09 18:10:21
nanotechnology,neutral,nanomaterials safety research,3,1,https://biomedres.us/fulltexts/BJSTR.MS.ID.003346.php,biomedres.us,Environmental and Health Safety Considerations of ...,2026-05-09 18:10:31
nanotechnology,neutral,nanomaterials safety research,3,2,https://www.safework.nsw.gov.au/hazards-a-z/nanotechnology,safework.nsw.gov.au,Nanotechnology | SafeWork NSW,2026-05-09 18:10:32
nanotechnology,neutral,nanomaterials safety research,3,4,https://www.hsa.ie/eng/your_industry/chemicals/legislation_enforcement/nanomaterials/,hsa.ie,Nanomaterials,2026-05-09 18:10:32
nanotechnology,neutral,nanomaterials safety research,3,5,https://www.bath.ac.uk/legal-information/safe-use-of-nanomaterials/,bath.ac.uk,Safe use of nanomaterials,2026-05-09 18:10:33
nanotechnology,neutral,nanomaterials safety research,3,8,https://www.unsw.edu.au/assurance-integrity/safety/resources/hazards/nanomaterials,unsw.edu.au,Nanomaterials - Safety,2026-05-09 18:10:34
nanotechnology,neutral,nanomaterials safety research,3,9,https://publications.jrc.ec.europa.eu/repository/bitstream/JRC76862/lbna25673enn.pdf,publications.jrc.ec.europa.eu,Safety Issues and Regulatory Challenges of Nanomaterials,2026-05-09 18:10:34
nanotechnology,slanted,nanotech environmental impact,1,1,https://www.azonano.com/article.aspx?ArticleID=5114,azonano.com,The Environmental Impact of Nanotechnology,2026-05-09 18:10:51
nanotechnology,slanted,nanotech environmental impact,1,7,https://www.epa.ie/publications/research/environment--health/nanotechnology-environmental-and-human-health-impacts.php,epa.ie,Nanotechnology: Environmental and Human Health Impacts,2026-05-09 18:10:59
nanotechnology,slanted,nanotech environmental impact,2,4,https://en.wikibooks.org/wiki/Nanotechnology/Environmental_Impact,en.wikibooks.org,Nanotechnology/Environmental Impact,2026-05-09 18:11:20
nanotechnology,slanted,nanotech environmental impact,2,5,https://www.ebsco.com/research-starters/technology/nanotechnology-and-environment,ebsco.com,Nanotechnology and the environment | Technology,2026-05-09 18:11:21
nanotechnology,slanted,nanotech environmental impact,2,7,https://www.igi-global.com/chapter/the-impact-of-nanotechnology-on-environment/165229,igi-global.com,The Impact of Nanotechnology on Environment,2026-05-09 18:11:21
nanotechnology,slanted,nanotech environmental impact,2,8,https://peer.asee.org/environmental-impacts-of-nanotechnology-and-its-products.pdf,peer.asee.org,Environmental Impacts of Nanotechnology and Its Products,2026-05-09 18:11:22
nanotechnology,slanted,nanotech environmental impact,2,9,https://shop.digicelgroup.com/tscreamj/617UD92/240426/mtickd/environmental-impacts__of_nanotechnology-asu.pdf,shop.digicelgroup.com,Environmental Impacts Of Nanotechnology Asu,2026-05-09 18:11:22
nanotechnology,slanted,nanotech environmental impact,3,1,https://www.krishisanskriti.org/vol_image/19Dec201508120653%20%20%20%20%20%20%20%20%20%20%20%20Arti%20Goel%20%20%20%20%20%20%20%2070-72.pdf,krishisanskriti.org,Impact of Nanotechnology on Environment - krishisanskriti.org,2026-05-09 18:11:33
nanotechnology,slanted,nanotech environmental impact,3,2,https://www.treehugger.com/how-does-nanotechnology-impact-the-environment-5186947,treehugger.com,How Does Nanotechnology Impact the Environment?,2026-05-09 18:11:34
nanotechnology,slanted,nanotech environmental impact,3,3,https://www.bio-conferences.org/articles/bioconf/pdf/2024/05/bioconf_rtbs2024_01001.pdf,bio-conferences.org,A Review of The Impact of Nanoparticles on Environmental ...,2026-05-09 18:11:34
nanotechnology,slanted,nanotech environmental impact,3,6,https://blogs.rsc.org/en/category/themed-issue/,blogs.rsc.org,Themed Collections – Environmental Science: Nano Blog,2026-05-09 18:11:35
nanotechnology,slanted,nanotech environmental impact,3,8,https://projects.research-and-innovation.ec.europa.eu/en/horizon-magazine/nanotech-no-cause-concern-so-far,projects.research-and-innovation.ec.europa.eu,Nanotech 'no cause for concern so far' | Horizon Magazine,2026-05-09 18:11:36
nanotechnology,slanted,nanotech environmental impact,3,10,https://dynamicearthlearning.com/nanotech/,dynamicearthlearning.com,Environmental Impact of Nanotechnology,2026-05-09 18:11:36
nanotechnology,neutral,carbon nanotube applications,1,2,https://www.malvernpanalytical.com/en/learn/knowledge-center/insights/the-applications-of-carbon-nanotubes,malvernpanalytical.com,Applications of carbon nanotubes,2026-05-09 18:12:05
nanotechnology,neutral,carbon nanotube applications,1,3,https://pubs.acs.org/doi/10.1021/acsanm.4c02721,pubs.acs.org,Review of Carbon Nanotube Research and Development,2026-05-09 18:12:06
nanotechnology,neutral,carbon nanotube applications,1,4,https://www.northropgrumman.com/what-we-do/space/mission-enabling-products/five-innovations-made-possible-with-carbon-nanotubes,northropgrumman.com,Five Innovations Made Possible With Carbon Nanotubes,2026-05-09 18:12:06
nanotechnology,neutral,carbon nanotube applications,1,5,https://canatu.com/company/carbon-age-news/next-carbon-nanotube-applications/,canatu.com,next-three-high-impact-areas-of-carbon-nanotube- ...,2026-05-09 18:12:07
nanotechnology,neutral,carbon nanotube applications,1,7,https://www.azonano.com/article.aspx?ArticleID=4842,azonano.com,Applications of Carbon Nanotubes,2026-05-09 18:12:09
nanotechnology,neutral,carbon nanotube applications,1,8,https://www.slideshare.net/slideshow/applications-of-carbon-nanotubes/22183454,slideshare.net,Applications of carbon nanotubes | PPTX,2026-05-09 18:12:16
nanotechnology,neutral,carbon nanotube applications,1,9,https://www.marketsandmarkets.com/ResearchInsight/carbon-nanotube-applications.asp,marketsandmarkets.com,Carbon Nanotube Applications: Top 8 CNT Uses in Lithium ...,2026-05-09 18:12:25
nanotechnology,neutral,carbon nanotube applications,2,5,https://www.ossila.com/pages/what-are-carbon-nanotubes,ossila.com,"Carbon Nanotubes: Uses, Structure and Properties",2026-05-09 18:12:40
nanotechnology,neutral,carbon nanotube applications,2,6,https://tuball.com/nanotubes-for,tuball.com,"Carbon nanotube applications: batteries, resins, elastomers",2026-05-09 18:12:38
nanotechnology,neutral,carbon nanotube applications,2,8,https://www.graphene-info.com/carbon-nanotubes,graphene-info.com,"Carbon nanotubes and graphene - properties, applications ...",2026-05-09 18:12:39
nanotechnology,neutral,carbon nanotube applications,2,10,https://assets.cambridge.org/97810093/03569/excerpt/9781009303569_excerpt.pdf,assets.cambridge.org,"Carbon nanotube structure, synthesis, and applications",2026-05-09 18:12:39
nanotechnology,neutral,carbon nanotube applications,3,1,https://canatu.com/carbon-nanotube-uses/,canatu.com,Carbon nanotube uses,2026-05-09 18:12:51
nanotechnology,neutral,carbon nanotube applications,3,2,https://www.intechopen.com/chapters/17300,intechopen.com,Carbon Nanotube Industrial Applications,2026-05-09 18:12:51
nanotechnology,neutral,carbon nanotube applications,3,5,https://www.prescouter.com/2017/03/applications-carbon-nanotubes/,prescouter.com,Current and Potential Applications of Carbon Nanotubes,2026-05-09 18:12:53
nanotechnology,neutral,carbon nanotube applications,3,9,https://www.horiba.com/int/materials/material-types/carbon/cnt-carbon-nanotubes/,horiba.com,CNT Analysis | Solutions for Carbon Nanotube Applications,2026-05-09 18:12:54
nanotechnology,neutral,carbon nanotube applications,3,10,https://www.cheaptubes.com/carbon-nanotubes-properties-and-applications/?srsltid=AfmBOor6oV6m71EukE2qhsyPvyxKEbQ_DX-0OyKBUQFS1BYsMd7WrpXr,cheaptubes.com,Carbon Nanotubes: Properties and Applications,2026-05-09 18:12:55
nanotechnology,slanted,nanoparticle lung disease,1,2,https://www.helmholtz-munich.de/en/iap/news-detail/air-pollution-and-herpes-virus-how-nanoparticles-promote-chronic-lung-diseases-like-copd,helmholtz-munich.de,Nanoparticles Promote Chronic Lung Diseases like COPD,2026-05-09 18:13:07
nanotechnology,slanted,nanoparticle lung disease,1,6,https://publications.ersnet.org/content/erj/44/3/765,publications.ersnet.org,Medical nanoparticles for next generation drug delivery to ...,2026-05-09 18:13:09
nanotechnology,slanted,nanoparticle lung disease,1,7,https://faseb.onlinelibrary.wiley.com/doi/full/10.1096/fj.202502624R,faseb.onlinelibrary.wiley.com,Advances in Inhaled Nanoparticle Drug Delivery for ...,2026-05-09 18:13:10
nanotechnology,slanted,nanoparticle lung disease,1,8,https://www.newscientist.com/article/2416072-inhalable-nanoparticles-could-help-treat-chronic-lung-disease/,newscientist.com,Inhalable nanoparticles could help treat chronic lung disease,2026-05-09 18:13:11
nanotechnology,slanted,nanoparticle lung disease,1,9,https://respiratory-research.biomedcentral.com/articles/10.1186/s12931-015-0223-5,respiratory-research.biomedcentral.com,Nanotechnology in respiratory medicine,2026-05-09 18:13:12
nanotechnology,slanted,nanoparticle lung disease,1,10,https://medicalxpress.com/news/2021-06-nanoparticle-therapy-fatal-newborn-lung.html,medicalxpress.com,Nanoparticle therapy shows promise at preventing fatal ...,2026-05-09 18:13:13
nanotechnology,slanted,nanoparticle lung disease,2,1,https://www.pnas.org/doi/10.1073/pnas.2406654121,pnas.org,Lung-specific supramolecular nanoparticles for efficient ...,2026-05-09 18:13:24
nanotechnology,slanted,nanoparticle lung disease,2,2,https://www.news-medical.net/news/20260508/New-nanoparticles-disable-drug-resistance-to-achieve-complete-tumor-elimination.aspx,news-medical.net,New nanoparticles disable drug resistance to achieve ...,2026-05-09 18:13:25
nanotechnology,slanted,nanoparticle lung disease,2,4,https://eurasianjpulmonol.com/storage/upload/pdfs/1639396683-en.pdf,eurasianjpulmonol.com,Current challenges and future scope of nanoparticles in ...,2026-05-09 18:13:25
nanotechnology,slanted,nanoparticle lung disease,2,5,https://pubs.acs.org/doi/abs/10.1021/acs.bioconjchem.1c00599,pubs.acs.org,Organotropic Targeting of Biomimetic Nanoparticles to Treat ...,2026-05-09 18:13:25
nanotechnology,slanted,nanoparticle lung disease,2,8,https://www.oaepublish.com/articles/2574-1209.2023.06,oaepublish.com,Applications of nanotechnology in the treatment ...,2026-05-09 18:13:26
nanotechnology,slanted,nanoparticle lung disease,2,9,https://www.scielo.br/j/aabc/a/FLS9nTt84v8V5Ldw4FCQrZs/?lang=en,scielo.br,Nanoparticle-based therapy for respiratory diseases,2026-05-09 18:13:27
nanotechnology,slanted,nanoparticle lung disease,3,3,https://publications.ersnet.org/content/erj/35/1/2242,publications.ersnet.org,Effects of nanoparticles on lung damage in humans,2026-05-09 18:13:40
nanotechnology,slanted,nanoparticle lung disease,3,8,https://pubs.acs.org/doi/10.1021/acs.bioconjchem.1c00599,pubs.acs.org,Organotropic Targeting of Biomimetic Nanoparticles to Treat ...,2026-05-09 18:13:42
nanotechnology,slanted,nanoparticle lung disease,3,9,https://ouci.dntb.gov.ua/works/4rg2QjzJ/,ouci.dntb.gov.ua,Treatment of lung diseases via nanoparticles and nanorobots,2026-05-09 18:13:43
quantum_computing,neutral,quantum computing cryptography,1,2,https://www.ibm.com/think/topics/quantum-cryptography,ibm.com,What Is Quantum Cryptography?,2026-05-09 18:14:02
quantum_computing,neutral,quantum computing cryptography,1,3,https://thequantuminsider.com/2026/04/06/how-quantum-computing-affects-cryptography/,thequantuminsider.com,How Quantum Computing Affects Cryptography,2026-05-09 18:14:04
quantum_computing,neutral,quantum computing cryptography,1,6,https://www.cyber.gc.ca/en/guidance/preparing-your-organization-quantum-threat-cryptography-itsap00017,cyber.gc.ca,Preparing your organization for the quantum threat to ...,2026-05-09 18:14:08
quantum_computing,neutral,quantum computing cryptography,1,8,https://words.filippo.io/crqc-timeline/,words.filippo.io,A Cryptography Engineer's Perspective on Quantum ...,2026-05-09 18:14:22
quantum_computing,neutral,quantum computing cryptography,2,1,https://www.paloaltonetworks.com/cyberpedia/what-is-quantum-computings-threat-to-cybersecurity,paloaltonetworks.com,8 Quantum Computing Cybersecurity Risks [+ Protection ...,2026-05-09 18:14:35
quantum_computing,neutral,quantum computing cryptography,2,2,https://ieeexplore.ieee.org/document/10188438/,ieeexplore.ieee.org,Cryptography in Quantum Computing,2026-05-09 18:14:36
quantum_computing,neutral,quantum computing cryptography,2,3,https://www.ssh.com/academy/how-quantum-computing-threats-impact-cryptography-and-cybersecurity,ssh.com,How Quantum Computing Threats Impact Cryptography ...,2026-05-09 18:14:36
quantum_computing,neutral,quantum computing cryptography,2,4,https://www.edps.europa.eu/data-protection/our-work/publications/techdispatch/techdispatch-22020-quantum-computing-and,edps.europa.eu,TechDispatch #2/2020: Quantum Computing and Cryptography,2026-05-09 18:14:36
quantum_computing,neutral,quantum computing cryptography,2,5,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie_node.html,bsi.bund.de,Quantum Technologies and Quantum-Safe Cryptography,2026-05-09 18:14:37
quantum_computing,neutral,quantum computing cryptography,2,8,https://blog.st.com/pqc-post-quantum-cryptography/,blog.st.com,PQC: Everything you wanted to know about post-quantum ...,2026-05-09 18:14:38
quantum_computing,neutral,quantum computing cryptography,2,9,https://www.entrust.com/resources/learn/post-quantum-cryptography-and-encryption,entrust.com,A Comprehensive Guide to Quantum-Resistant ...,2026-05-09 18:14:38
quantum_computing,neutral,quantum computing cryptography,3,1,https://www.nxp.com/applications/technologies/security/post-quantum-cryptography:POST-QUANTUM-CRYPTOGRAPHY,nxp.com,Post-Quantum Cryptography,2026-05-09 18:14:49
quantum_computing,neutral,quantum computing cryptography,3,3,https://www.ncsc.gov.uk/paper/preparing-for-quantum-safe-cryptography,ncsc.gov.uk,Preparing for Quantum-Safe Cryptography,2026-05-09 18:14:50
quantum_computing,neutral,quantum computing cryptography,3,4,https://www.bcg.com/publications/2025/how-quantum-computing-will-upend-cybersecurity,bcg.com,How Quantum Computing Will Upend Cybersecurity,2026-05-09 18:14:50
quantum_computing,neutral,quantum computing cryptography,3,5,https://cpl.thalesgroup.com/encryption/post-quantum-crypto-agility,cpl.thalesgroup.com,Post-Quantum Crypto Agility,2026-05-09 18:14:50
quantum_computing,neutral,quantum computing cryptography,3,6,https://arc.aiaa.org/doi/10.2514/1.J062267,arc.aiaa.org,Quantum Advantage in Cryptography | AIAA Journal,2026-05-09 18:14:50
quantum_computing,neutral,quantum computing cryptography,3,7,https://blog.google/innovation-and-ai/technology/safety-security/cryptography-migration-timeline/,blog.google,Quantum frontiers may be closer than they appear,2026-05-09 18:14:51
quantum_computing,neutral,quantum computing cryptography,3,8,https://cybertalents.com/blog/quantum-cryptography,cybertalents.com,Quantum Cryptography: An Overview of the Future ...,2026-05-09 18:14:51
quantum_computing,slanted,quantum computer security risks,1,1,https://www.paloaltonetworks.com/cyberpedia/what-is-quantum-computings-threat-to-cybersecurity,paloaltonetworks.com,8 Quantum Computing Cybersecurity Risks [+ Protection ...,2026-05-09 18:15:09
quantum_computing,slanted,quantum computer security risks,1,2,https://www.imd.org/ibyimd/governance/quantum-computing-cybersecurity-risk/,imd.org,Quantum computing cybersecurity risk - Are we ready? - I by IMD,2026-05-09 18:15:09
